,Interaction Type,x_vector,y_vector,z_vector,Molecule ID
3723,aromatic,6,7,13,158
3724,aromatic,7,10,16,158
3725,aromatic,6,9,18,158
3726,basic,6,19,6,158
3727,basic,6,19,13,158
3728,aliphatic_ring,6,23,15,158
3729,aliphatic_ring,7,26,14,158
3730,aliphatic_ring,8,27,16,158
3731,aliphatic_ring,9,24,18,158
3732,aliphatic_ring,7,22,17,158
3733,donor,7,22,10,159
3734,acceptor,5,10,12,159
3735,acceptor,7,14,13,159
3736,acceptor,9,11,18,159
3737,aromatic,5,15,11,159
3738,aromatic,4,12,10,159
3739,aromatic,5,10,12,159
3740,aromatic,4,8,12,159
3741,aromatic,5,7,14,159
3742,aromatic,6,7,16,159
3743,aromatic,7,10,16,159
3744,aromatic,6,12,14,159
3745,aromatic,7,14,13,159
3746,aromatic,10,8,24,159
3747,aromatic,11,10,27,159
3748,aromatic,11,9,29,159
3749,aromatic,10,7,30,159
3750,aromatic,9,5,27,159
3751,aromatic,10,6,25,159
3752,basic,7,22,10,159
3753,donor,4,19,7,160
3754,donor,6,22,11,160
3755,donor,4,27,14,160
3756,acceptor,6,22,11,160
3757,acceptor,4,27,14,160
3758,aromatic,4,11,7,160
3759,aromatic,4,12,5,160
3760,aromatic,4,15,5,160
3761,aromatic,4,17,7,160
3762,aromatic,5,15,9,160
3763,aromatic,5,12,9,160
3764,aromatic,6,17,11,160
3765,aromatic,5,20,10,160
3766,aromatic,4,19,7,160
3767,aromatic,8,25,17,160
3768,aromatic,6,26,19,160
3769,aromatic,7,26,22,160
3770,aromatic,10,26,22,160
3771,aromatic,12,26,20,160
3772,aromatic,11,26,18,160
3773,halogen,11,26,26,160
3774,basic,6,17,11,160
3775,basic,6,22,11,160
3776,donor,11,23,23,161
3777,donor,13,23,30,161
3778,acceptor,6,18,12,161
3779,acceptor,6,24,18,161
3780,acceptor,12,27,25,161
3781,acceptor,11,23,23,161
3782,acceptor,12,19,27,161
3783,acceptor,13,23,30,161
3784,aromatic,6,15,7,161
3785,aromatic,7,14,10,161
3786,aromatic,7,15,12,161
3787,aromatic,6,18,12,161
3788,aromatic,6,20,14,161
3789,aromatic,6,22,13,161
3790,aromatic,5,22,10,161
3791,aromatic,6,19,10,161
3792,aromatic,6,18,7,161
3793,basic,5,22,10,161
3794,basic,11,23,23,161
3795,basic,13,23,30,161
3796,aliphatic_ring,10,25,21,161
3797,aliphatic_ring,11,28,22,161
3798,aliphatic_ring,12,27,25,161
3799,aliphatic_ring,12,24,25,161
3800,aliphatic_ring,11,23,23,161
3801,aliphatic_ring,12,22,27,161
3802,aliphatic_ring,12,19,27,161
3803,aliphatic_ring,12,17,29,161
3804,aliphatic_ring,13,18,31,161
3805,aliphatic_ring,13,21,32,161
3806,aliphatic_ring,13,23,30,161
3807,donor,8,9,18,162
3808,donor,9,7,22,162
3809,acceptor,7,12,9,162
3810,acceptor,7,7,19,162
3811,acceptor,17,12,26,162
3812,aromatic,3,8,13,162
3813,aromatic,4,8,16,162
3814,aromatic,7,9,16,162
3815,aromatic,8,11,14,162
3816,aromatic,6,11,11,162
3817,aromatic,4,9,11,162
3818,aromatic,7,15,9,162
3819,aromatic,6,16,6,162
3820,aromatic,5,18,6,162
3821,aromatic,5,20,8,162
3822,aromatic,6,19,10,162
3823,aromatic,7,16,11,162
3824,aromatic,14,12,26,162
3825,aromatic,13,14,28,162
3826,aromatic,16,16,28,162
3827,aromatic,18,14,26,162
3828,aromatic,17,12,26,162
3829,basic,5,20,8,162
3830,donor,8,22,8,163
3831,donor,8,23,6,163
3832,donor,7,24,14,163
3833,acceptor,8,23,6,163
3834,acceptor,5,19,7,163
3835,acceptor,8,20,16,163
3836,aromatic,4,11,8,163
3837,aromatic,4,12,5,163
3838,aromatic,4,15,5,163
3839,aromatic,5,16,7,163
3840,aromatic,5,15,10,163
3841,aromatic,4,12,10,163
3842,aromatic,5,17,12,163
3843,aromatic,6,19,12,163
3844,aromatic,7,20,9,163
3845,aromatic,5,19,7,163
3846,aromatic,7,25,16,163
3847,aromatic,9,27,16,163
3848,aromatic,10,29,18,163
3849,aromatic,9,29,20,163
3850,aromatic,7,27,21,163
3851,aromatic,6,25,19,163
3852,halogen,4,23,19,163
3853,halogen,9,30,22,163
3854,basic,8,22,8,163
3855,donor,5,23,12,164
3856,donor,9,23,16,164
3857,acceptor,6,20,9,164
3858,acceptor,8,19,18,164
3859,acceptor,14,32,16,164
3860,aromatic,4,13,6,164
3861,aromatic,4,16,6,164
3862,aromatic,5,17,9,164
3863,aromatic,6,15,11,164
3864,aromatic,5,13,10,164
3865,aromatic,4,12,8,164
3866,aromatic,7,16,13,164
3867,aromatic,7,19,13,164
3868,aromatic,6,21,11,164
3869,aromatic,6,20,9,164
3870,aromatic,12,27,17,164
3871,aromatic,14,27,17,164
3872,aromatic,15,30,16,164
3873,aromatic,14,32,16,164
3874,aromatic,11,32,17,164
3875,aromatic,10,29,17,164
3876,halogen,3,8,8,164
3877,basic,5,23,12,164
3878,donor,5,24,12,165
3879,donor,10,24,17,165
3880,acceptor,5,11,7,165
3881,acceptor,7,21,9,165
3882,acceptor,8,20,18,165
3883,aromatic,5,13,8,165
3884,aromatic,5,15,6,165
3885,aromatic,5,18,6,165
3886,aromatic,6,19,9,165
3887,aromatic,7,17,11,165
3888,aromatic,6,14,10,165
3889,aromatic,8,17,13,165
3890,aromatic,8,20,14,165
3891,aromatic,6,22,12,165
3892,aromatic,7,21,9,165
3893,aromatic,12,27,19,165
3894,aromatic,11,29,21,165
3895,aromatic,12,32,21,165
3896,aromatic,13,33,18,165
3897,aromatic,14,31,16,165
3898,aromatic,13,28,16,165
3899,basic,5,24,12,165
3900,donor,6,24,13,166
3901,donor,3,18,13,166
3902,donor,5,25,16,166
3903,acceptor,2,20,16,166
3904,acceptor,6,26,20,166
3905,acceptor,12,25,18,166
3906,aromatic,6,20,10,166
3907,aromatic,8,21,8,166
3908,aromatic,8,19,6,166
3909,aromatic,7,16,6,166
3910,aromatic,5,16,8,166
3911,aromatic,5,18,10,166
3912,aromatic,8,26,22,166
3913,aromatic,10,27,17,166
3914,aromatic,12,26,26,166
3915,aromatic,12,24,24,166
3916,aromatic,10,24,22,166
3917,aromatic,8,28,24,166
3918,aromatic,10,28,26,166
3919,aromatic,10,29,15,166
3920,aromatic,13,30,14,166
3921,aromatic,15,28,15,166
3922,aromatic,14,26,17,166
3923,aromatic,12,25,18,166
3924,basic,6,24,13,166
3925,aliphatic_ring,5,22,12,166
3926,aliphatic_ring,3,18,13,166
3927,aliphatic_ring,3,20,14,166
3928,donor,6,22,10,167
3929,donor,7,21,18,167
3930,acceptor,6,17,10,167
3931,acceptor,6,22,10,167
3932,acceptor,7,22,13,167
3933,acceptor,7,21,18,167
3934,acceptor,13,30,20,167
3935,aromatic,6,17,10,167
3936,aromatic,6,15,9,167
3937,aromatic,6,13,9,167
3938,aromatic,5,11,7,167
3939,aromatic,4,12,4,167
3940,aromatic,3,15,4,167
3941,aromatic,4,17,7,167
3942,aromatic,4,19,7,167
3943,aromatic,6,20,9,167
3944,aromatic,9,25,17,167
3945,aromatic,10,27,17,167
3946,aromatic,12,28,20,167
3947,aromatic,12,25,21,167
3948,aromatic,10,23,21,167
3949,aromatic,9,23,18,167
3950,basic,4,19,7,167
3951,donor,9,14,13,168
3952,donor,6,19,6,168
3953,acceptor,9,14,13,168
3954,acceptor,8,12,8,168
3955,acceptor,7,17,9,168
3956,acceptor,6,19,6,168
3957,aromatic,8,12,13,168
3958,aromatic,7,11,15,168
3959,aromatic,6,8,15,168
3960,aromatic,5,7,12,168
3961,aromatic,6,9,10,168
3962,aromatic,7,11,10,168
3963,aromatic,8,17,12,168
3964,aromatic,6,21,12,168
3965,aromatic,7,19,14,168
3966,aromatic,7,17,9,168
3967,aromatic,6,19,8,168
3968,aromatic,6,21,10,168
3969,halogen,5,7,18,168
3970,basic,9,14,13,168
3971,basic,6,21,10,168
3972,basic,6,19,6,168
3973,donor,6,23,12,169
3974,donor,10,26,16,169
3975,acceptor,8,16,15,169
3976,acceptor,6,18,12,169
3977,acceptor,6,23,12,169
3978,acceptor,6,26,18,169
3979,acceptor,10,26,22,169
3980,aromatic,6,18,12,169
3981,aromatic,6,16,10,169
3982,aromatic,6,14,10,169
3983,aromatic,5,12,7,169
3984,aromatic,4,14,5,169
3985,aromatic,4,17,5,169
3986,aromatic,5,18,8,169
3987,aromatic,5,20,8,169
3988,aromatic,6,21,11,169
3989,aromatic,11,28,17,169
3990,aromatic,11,28,20,169
3991,aromatic,12,31,21,169
3992,aromatic,13,33,20,169
3993,aromatic,12,33,17,169
3994,aromatic,11,30,16,169
3995,basic,5,20,8,169
3996,basic,6,23,12,169
3997,aliphatic_ring,6,23,15,169
3998,aliphatic_ring,8,20,16,169
3999,aliphatic_ring,7,18,14,169
4000,aliphatic_ring,6,23,12,169
4001,donor,5,20,10,170
4002,donor,4,19,5,170
4003,acceptor,6,19,14,170
4004,acceptor,7,24,17,170
4005,aromatic,5,13,9,170
4006,aromatic,5,10,9,170
4007,aromatic,4,9,7,170
4008,aromatic,4,10,5,170
4009,aromatic,3,12,4,170
4010,aromatic,4,14,6,170
4011,aromatic,8,26,17,170
4012,aromatic,9,29,21,170
4013,aromatic,11,30,19,170
4014,aromatic,11,29,17,170
4015,aromatic,10,27,16,170
4016,aromatic,8,27,20,170
4017,basic,4,19,5,170
4018,aliphatic_ring,5,18,9,170
4019,aliphatic_ring,5,15,11,170
4020,aliphatic_ring,4,17,7,170
4021,donor,5,19,6,171
4022,donor,6,21,13,171
4023,acceptor,9,23,19,171
4024,acceptor,12,26,21,171
4025,acceptor,8,24,22,171
4026,aromatic,6,16,9,171
4027,aromatic,4,15,7,171
4028,aromatic,4,17,5,171
4029,aromatic,5,19,6,171
4030,aromatic,6,19,9,171
4031,aromatic,5,12,12,171
4032,aromatic,4,7,11,171
4033,aromatic,7,7,10,171
4034,aromatic,7,10,11,171
4035,aromatic,3,11,12,171
4036,aromatic,2,8,12,171
4037,aromatic,9,23,19,171
4038,aromatic,12,24,19,171
4039,aromatic,12,26,21,171
4040,aromatic,10,26,23,171
4041,aromatic,8,24,22,171
4042,basic,6,16,9,171
4043,basic,6,21,13,171
4044,aliphatic_ring,6,21,13,171
4045,aliphatic_ring,3,21,13,171
4046,aliphatic_ring,2,24,14,171
4047,aliphatic_ring,4,24,16,171
4048,aliphatic_ring,7,22,15,171
4049,donor,8,24,18,172
4050,acceptor,6,19,13,172
4051,acceptor,7,20,16,172
4052,acceptor,10,21,20,172
4053,acceptor,12,24,25,172
4054,aromatic,4,14,8,172
4055,aromatic,5,17,10,172
4056,aromatic,6,16,12,172
4057,aromatic,6,19,13,172
4058,aromatic,5,21,11,172
4059,aromatic,6,24,13,172
4060,aromatic,7,23,16,172
4061,aromatic,7,20,16,172
4062,aromatic,5,19,9,172
4063,aromatic,3,10,5,172
4064,aromatic,3,10,8,172
4065,aromatic,4,12,9,172
4066,aromatic,4,15,5,172
4067,aromatic,4,13,4,172
4068,aromatic,10,25,22,172
4069,aromatic,10,28,23,172
4070,aromatic,11,28,25,172
4071,aromatic,12,26,26,172
4072,aromatic,12,24,25,172
4073,basic,5,19,9,172
4074,donor,7,15,14,173
4075,donor,5,24,13,173
4076,donor,8,26,19,173
4077,donor,10,25,23,173
4078,acceptor,7,15,14,173
4079,acceptor,6,19,14,173
4080,acceptor,5,24,13,173
4081,acceptor,10,23,20,173
4082,aromatic,7,17,13,173
4083,aromatic,7,17,10,173
4084,aromatic,7,19,8,173
4085,aromatic,6,21,9,173
4086,aromatic,6,21,12,173
4087,aromatic,6,19,14,173
4088,aromatic,11,23,25,173
4089,aromatic,12,24,27,173
4090,aromatic,14,22,29,173
4091,aromatic,13,20,28,173
4092,aromatic,12,19,26,173
4093,aromatic,11,21,24,173
4094,halogen,15,17,30,173
4095,basic,7,15,14,173
4096,basic,6,21,9,173
4097,basic,5,24,13,173
4098,donor,8,9,19,174
4099,donor,7,23,11,174
4100,acceptor,5,10,14,174
4101,acceptor,5,12,7,174
4102,acceptor,6,15,10,174
4103,acceptor,5,7,19,174
4104,aromatic,5,10,11,174
4105,aromatic,4,8,10,174
4106,aromatic,3,8,7,174
4107,aromatic,4,10,6,174
4108,aromatic,5,12,7,174
4109,aromatic,5,12,10,174
4110,aromatic,6,15,10,174
4111,aromatic,6,16,8,174
4112,aromatic,5,15,6,174
4113,basic,7,23,11,174
4114,donor,8,28,14,175
4115,donor,8,26,20,175
4116,donor,11,32,15,175
4117,donor,12,27,16,175
4118,acceptor,7,21,15,175
4119,acceptor,10,22,20,175
4120,acceptor,5,10,8,175
4121,aromatic,8,23,16,175
4122,aromatic,8,25,14,175
4123,aromatic,7,23,12,175
4124,aromatic,7,20,13,175
4125,aromatic,7,21,15,175
4126,aromatic,6,18,12,175
4127,aromatic,5,18,9,175
4128,aromatic,5,15,8,175
4129,aromatic,5,13,9,175
4130,aromatic,7,13,12,175
4131,aromatic,7,15,13,175
4132,basic,8,28,14,175
4133,basic,7,20,13,175
4134,basic,12,27,16,175
4135,donor,9,10,19,176
4136,donor,7,13,9,176
4137,donor,4,19,10,176
4138,acceptor,9,10,19,176
4139,acceptor,3,7,14,176
4140,acceptor,5,7,18,176
4141,aromatic,7,9,17,176
4142,aromatic,6,10,15,176
4143,aromatic,4,8,13,176
4144,aromatic,3,7,14,176
4145,aromatic,4,6,16,176
4146,aromatic,5,7,18,176
4147,aromatic,11,7,26,176
4148,aromatic,11,7,31,176
4149,aromatic,12,9,30,176
4150,aromatic,12,9,28,176
4151,aromatic,10,6,27,176
4152,aromatic,10,5,29,176
4153,aromatic,6,18,8,176
4154,aromatic,8,19,8,176
4155,aromatic,7,22,9,176
4156,aromatic,5,21,10,176
4157,aromatic,4,19,10,176
4158,basic,9,10,19,176
4159,basic,7,13,9,176
4160,basic,7,22,9,176
4161,aliphatic_ring,4,10,10,176
4162,aliphatic_ring,6,10,9,176
4163,aliphatic_ring,7,13,9,176
4164,aliphatic_ring,7,14,12,176
4165,aliphatic_ring,8,12,14,176
4166,donor,4,24,13,177
4167,donor,6,22,10,177
4168,donor,4,25,16,177
4169,donor,4,19,5,177
4170,donor,8,21,5,177
4171,acceptor,5,20,17,177
4172,acceptor,6,17,13,177
4173,acceptor,4,25,16,177
4174,acceptor,4,19,5,177
4175,acceptor,8,21,5,177
4176,aromatic,5,26,18,177
4177,aromatic,10,27,19,177
4178,aromatic,9,27,21,177
4179,aromatic,7,27,22,177
4180,aromatic,5,26,20,177
4181,aromatic,8,26,17,177
4182,halogen,2,25,21,177
4183,basic,6,22,10,177
4184,aliphatic_ring,5,22,12,177
4185,aliphatic_ring,5,20,14,177
4186,aliphatic_ring,6,17,13,177
4187,aliphatic_ring,8,17,11,177
4188,aliphatic_ring,7,19,9,177
4189,aliphatic_ring,6,22,10,177
4190,donor,7,25,13,178
4191,donor,6,14,11,178
4192,donor,6,22,10,178
4193,acceptor,7,25,13,178
4194,acceptor,8,14,15,178
4195,acceptor,4,13,6,178
4196,acceptor,5,17,8,178
4197,acceptor,8,26,15,178
4198,aromatic,7,22,12,178
4199,aromatic,6,19,10,178
4200,aromatic,7,18,12,178
4201,aromatic,7,20,13,178
4202,aromatic,7,15,12,178
4203,aromatic,6,14,11,178
4204,aromatic,5,14,8,178
4205,aromatic,5,17,8,178
4206,aromatic,6,22,10,178
4207,aromatic,7,22,18,178
4208,aromatic,4,23,18,178
4209,aromatic,3,25,19,178
4210,aromatic,4,26,21,178
4211,aromatic,7,26,21,178
4212,aromatic,9,24,19,178
4213,halogen,12,24,20,178
4214,basic,7,20,13,178
4215,donor,8,23,7,179
4216,donor,7,23,12,179
4217,acceptor,8,16,8,179
4218,acceptor,8,23,7,179
4219,aromatic,6,14,7,179
4220,aromatic,4,14,5,179
4221,aromatic,3,12,4,179
4222,aromatic,2,10,6,179
4223,aromatic,4,10,8,179
4224,aromatic,6,12,9,179
4225,basic,7,23,12,179
4226,aliphatic_ring,7,12,11,179
4227,aliphatic_ring,6,10,14,179
4228,aliphatic_ring,6,7,12,179
4229,aliphatic_ring,3,7,10,179
4230,donor,6,22,11,180
4231,donor,3,11,3,180
4232,acceptor,6,17,11,180
4233,acceptor,3,11,3,180
4234,acceptor,10,27,22,180
4235,aromatic,8,22,16,180
4236,aromatic,7,21,13,180
4237,aromatic,7,18,13,180
4238,aromatic,6,17,11,180
4239,aromatic,5,15,9,180
4240,aromatic,5,13,9,180
4241,aromatic,4,11,7,180
4242,aromatic,4,12,5,180
4243,aromatic,3,15,4,180
4244,aromatic,4,17,7,180
4245,aromatic,4,19,7,180
4246,aromatic,5,20,9,180
4247,aromatic,6,22,11,180
4248,aromatic,6,24,17,180
4249,aromatic,7,26,19,180
4250,aromatic,9,25,20,180
4251,aromatic,11,23,19,180
4252,aromatic,10,22,17,180
4253,basic,4,19,7,180
4254,basic,3,11,3,180
4255,donor,5,27,14,181
4256,donor,6,19,10,181
4257,acceptor,9,21,18,181
4258,acceptor,7,24,16,181
4259,acceptor,5,27,14,181
4260,acceptor,6,19,10,181
4261,acceptor,6,11,11,181
4262,acceptor,6,9,15,181
4263,acceptor,8,12,13,181
4264,aromatic,8,21,16,181
4265,aromatic,8,20,14,181
4266,aromatic,6,21,12,181
4267,aromatic,5,23,12,181
4268,aromatic,6,25,14,181
4269,aromatic,7,24,16,181
4270,aromatic,5,14,8,181
4271,aromatic,5,15,5,181
4272,aromatic,3,14,4,181
4273,aromatic,2,11,5,181
4274,aromatic,3,10,7,181
4275,aromatic,5,12,9,181
4276,aromatic,6,11,11,181
4277,aromatic,4,9,13,181
4278,aromatic,6,9,15,181
4279,aromatic,8,11,15,181
4280,aromatic,8,12,13,181
4281,basic,5,23,12,181
4282,basic,5,27,14,181
4283,basic,6,19,10,181
4284,donor,5,19,7,182
4285,donor,7,23,9,182
4286,donor,9,21,14,182
4287,acceptor,5,16,8,182
4288,acceptor,8,18,14,182
4289,acceptor,9,21,14,182
4290,aromatic,5,13,12,182
4291,aromatic,5,8,14,182
4292,aromatic,7,10,15,182
4293,aromatic,7,12,14,182
4294,aromatic,3,11,11,182
4295,aromatic,3,9,13,182
4296,aromatic,8,22,16,182
4297,aromatic,5,22,17,182
4298,aromatic,4,24,19,182
4299,aromatic,6,26,21,182
4300,aromatic,8,26,20,182
4301,aromatic,9,24,18,182
4302,halogen,12,24,17,182
4303,basic,7,23,9,182
4304,aliphatic_ring,5,16,10,182
4305,aliphatic_ring,5,16,8,182
4306,aliphatic_ring,5,19,7,182
4307,aliphatic_ring,6,20,9,182
4308,aliphatic_ring,7,18,11,182
4309,donor,4,19,8,183
4310,acceptor,9,20,19,183
4311,acceptor,9,25,22,183
4312,aromatic,5,12,8,183
4313,aromatic,4,11,5,183
4314,aromatic,3,13,3,183
4315,aromatic,3,16,4,183
4316,aromatic,4,17,6,183
4317,aromatic,5,15,8,183
4318,aromatic,6,16,11,183
4319,aromatic,5,19,10,183
4320,aromatic,4,19,8,183
4321,aromatic,9,25,19,183
4322,aromatic,10,27,17,183
4323,aromatic,11,29,19,183
4324,aromatic,11,27,22,183
4325,aromatic,9,25,22,183
4326,basic,6,16,11,183
4327,donor,5,24,12,184
4328,donor,10,23,16,184
4329,acceptor,6,21,9,184
4330,acceptor,8,19,18,184
4331,aromatic,7,20,14,184
4332,aromatic,7,17,13,184
4333,aromatic,6,16,11,184
4334,aromatic,6,13,10,184
4335,aromatic,6,11,12,184
4336,aromatic,6,9,11,184
4337,aromatic,5,8,9,184
4338,aromatic,4,10,7,184
4339,aromatic,5,13,7,184
4340,aromatic,4,15,6,184
4341,aromatic,5,17,6,184
4342,aromatic,6,18,9,184
4343,aromatic,6,21,9,184
4344,aromatic,6,22,12,184
4345,basic,5,24,12,184
4346,donor,6,19,8,185
4347,acceptor,8,19,17,185
4348,acceptor,10,26,20,185
4349,acceptor,10,22,21,185
4350,acceptor,13,13,29,185
4351,aromatic,5,19,12,185
4352,aromatic,5,16,11,185
4353,aromatic,6,16,9,185
4354,aromatic,6,19,8,185
4355,aromatic,5,20,10,185
4356,aromatic,12,22,26,185
4357,aromatic,11,23,23,185
4358,aromatic,11,25,22,185
4359,aromatic,10,26,20,185
4360,aromatic,9,23,19,185
4361,aromatic,10,22,21,185
4362,aromatic,15,22,30,185
4363,aromatic,15,19,30,185
4364,aromatic,13,18,28,185
4365,aromatic,12,19,26,185
4366,aromatic,14,23,27,185
4367,basic,5,19,12,185
4368,aliphatic_ring,7,23,17,185
4369,aliphatic_ring,6,25,16,185
4370,aliphatic_ring,9,27,16,185
4371,aliphatic_ring,9,28,19,185
4372,donor,4,19,7,186
4373,donor,5,22,11,186
4374,donor,4,26,14,186
4375,acceptor,4,8,8,186
4376,acceptor,5,22,11,186
4377,acceptor,4,26,14,186
4378,aromatic,4,10,8,186
4379,aromatic,3,11,5,186
4380,aromatic,3,14,5,186
4381,aromatic,4,16,7,186
4382,aromatic,5,15,9,186
4383,aromatic,5,12,10,186
4384,aromatic,5,17,11,186
4385,aromatic,5,19,10,186
4386,aromatic,4,19,7,186
4387,aromatic,7,26,17,186
4388,aromatic,5,26,19,186
4389,aromatic,6,26,22,186
4390,aromatic,9,26,22,186
4391,aromatic,11,26,20,186
4392,aromatic,10,26,18,186
4393,halogen,10,27,26,186
4394,basic,5,17,11,186
4395,basic,5,22,11,186
4396,donor,8,23,9,187
4397,donor,7,23,15,187
4398,acceptor,5,19,8,187
4399,acceptor,4,7,6,187
4400,acceptor,6,7,10,187
4401,acceptor,10,20,16,187
4402,aromatic,7,19,12,187
4403,aromatic,7,16,13,187
4404,aromatic,6,15,10,187
4405,aromatic,6,12,10,187
4406,aromatic,5,11,8,187
4407,aromatic,4,12,6,187
4408,aromatic,4,15,6,187
4409,aromatic,5,16,8,187
4410,aromatic,5,19,8,187
4411,aromatic,6,20,10,187
4412,aromatic,8,25,17,187
4413,aromatic,10,28,21,187
4414,aromatic,10,29,19,187
4415,aromatic,9,28,17,187
4416,aromatic,9,24,19,187
4417,aromatic,10,25,21,187
4418,basic,8,23,9,187
4419,basic,5,8,8,187
4420,donor,10,26,15,188
4421,acceptor,6,21,11,188
4422,acceptor,8,19,16,188
4423,acceptor,9,27,20,188
4424,aromatic,6,21,11,188
4425,aromatic,7,22,9,188
4426,aromatic,8,20,7,188
4427,aromatic,7,17,8,188
4428,aromatic,6,18,11,188
4429,aromatic,5,16,12,188
4430,aromatic,6,13,11,188
4431,aromatic,7,13,9,188
4432,aromatic,8,15,7,188
4433,aromatic,9,25,18,188
4434,aromatic,10,26,15,188
4435,aromatic,11,28,16,188
4436,aromatic,11,29,18,188
4437,aromatic,9,27,20,188
4438,aromatic,11,25,24,188
4439,aromatic,11,22,24,188
4440,aromatic,13,21,26,188
4441,aromatic,15,23,27,188
4442,aromatic,15,25,26,188
4443,aromatic,13,27,25,188
4444,basic,8,20,7,188
4445,acceptor,7,18,12,189
4446,acceptor,8,17,16,189
4447,acceptor,6,26,18,189
4448,acceptor,8,26,22,189
4449,acceptor,2,25,19,189
4450,aromatic,7,16,10,189
4451,aromatic,7,16,8,189
4452,aromatic,6,19,7,189
4453,aromatic,6,20,10,189
4454,aromatic,7,18,12,189
4455,aromatic,7,18,14,189
4456,aromatic,6,21,15,189
4457,aromatic,6,23,14,189
4458,aromatic,6,23,11,189
4459,aromatic,6,26,18,189
4460,aromatic,8,26,19,189
4461,aromatic,8,26,22,189
4462,aromatic,5,25,22,189
4463,aromatic,4,25,20,189
4464,aromatic,11,27,18,189
4465,aromatic,13,25,18,189
4466,aromatic,15,26,17,189
4467,aromatic,15,28,15,189
4468,aromatic,13,30,15,189
4469,aromatic,11,29,16,189
4470,basic,6,23,11,189
4471,donor,8,23,9,190
4472,donor,7,22,16,190
4473,acceptor,4,19,8,190
4474,acceptor,3,7,5,190
4475,acceptor,5,7,9,190
4476,acceptor,10,20,16,190
4477,aromatic,7,19,12,190
4478,aromatic,6,16,12,190
4479,aromatic,5,15,10,190
4480,aromatic,5,12,10,190
4481,aromatic,4,11,7,190
4482,aromatic,3,13,5,190
4483,aromatic,3,15,6,190
4484,aromatic,4,17,8,190
4485,aromatic,4,19,8,190
4486,aromatic,6,20,10,190
4487,aromatic,8,24,18,190
4488,aromatic,11,25,21,190
4489,aromatic,10,26,22,190
4490,aromatic,7,26,22,190
4491,aromatic,6,25,20,190
4492,aromatic,10,24,18,190
4493,halogen,2,25,19,190
4494,basic,8,23,9,190
4495,basic,4,8,7,190
4496,donor,6,21,8,191
4497,donor,7,25,13,191
4498,acceptor,5,15,8,191
4499,acceptor,8,18,11,191
4500,aromatic,6,7,13,191
4501,aromatic,7,9,13,191
4502,aromatic,6,11,12,191
4503,aromatic,5,11,9,191
4504,aromatic,4,8,9,191
4505,aromatic,5,7,11,191
4506,aromatic,3,8,7,191
4507,aromatic,2,9,5,191
4508,aromatic,3,12,5,191
4509,aromatic,4,13,7,191
4510,basic,7,25,13,191
4511,aliphatic_ring,6,22,13,191
4512,aliphatic_ring,3,22,13,191
4513,aliphatic_ring,3,25,15,191
4514,aliphatic_ring,5,26,15,191
4515,aliphatic_ring,7,25,13,191
4516,donor,9,10,18,192
4517,acceptor,8,12,9,192
4518,acceptor,8,7,20,192
4519,acceptor,12,12,30,192
4520,aromatic,4,8,13,192
4521,aromatic,5,8,16,192
4522,aromatic,8,10,16,192
4523,aromatic,9,11,14,192
4524,aromatic,7,11,11,192
4525,aromatic,5,9,11,192
4526,aromatic,7,15,9,192
4527,aromatic,6,16,6,192
4528,aromatic,5,18,6,192
4529,aromatic,5,20,8,192
4530,aromatic,6,19,10,192
4531,aromatic,7,17,11,192
4532,aromatic,10,10,28,192
4533,aromatic,10,7,29,192
4534,aromatic,12,10,32,192
4535,aromatic,12,12,30,192
4536,aromatic,11,12,28,192
4537,aromatic,11,8,32,192
4538,basic,5,20,8,192
4539,donor,6,15,7,193
4540,donor,5,22,12,193
4541,acceptor,4,7,8,193
4542,acceptor,4,13,4,193
4543,acceptor,5,7,19,193
4544,acceptor,7,8,19,193
4545,aromatic,5,10,8,193
4546,aromatic,5,10,11,193
4547,aromatic,5,8,12,193
4548,aromatic,4,6,11,193
4549,aromatic,4,7,8,193
4550,aromatic,4,8,7,193
4551,aromatic,5,8,15,193
4552,aromatic,4,7,17,193
4553,aromatic,5,7,19,193
4554,aromatic,7,8,19,193
4555,aromatic,7,9,16,193
4556,basic,5,22,12,193
4557,aliphatic_ring,5,22,12,193
4558,aliphatic_ring,8,23,16,193
4559,aliphatic_ring,5,24,17,193
4560,aliphatic_ring,3,25,15,193
4561,aliphatic_ring,3,23,13,193
4562,aliphatic_ring,7,21,14,193
4563,donor,5,22,11,194
4564,donor,6,18,11,194
4565,acceptor,7,11,10,194
4566,acceptor,3,14,3,194
4567,acceptor,5,21,15,194
4568,acceptor,12,27,22,194
4569,aromatic,5,20,10,194
4570,aromatic,4,19,8,194
4571,aromatic,5,17,7,194
4572,aromatic,6,16,10,194
4573,aromatic,6,18,11,194
4574,aromatic,10,25,20,194
4575,aromatic,12,23,24,194
4576,aromatic,11,23,22,194
4577,aromatic,12,27,22,194
4578,aromatic,13,25,25,194
4579,basic,4,19,8,194
4580,donor,8,9,18,195
4581,donor,10,3,31,195
4582,donor,6,23,10,195
4583,acceptor,5,7,16,195
4584,acceptor,12,6,25,195
4585,acceptor,12,4,27,195
4586,acceptor,10,3,31,195
4587,aromatic,5,12,9,195
4588,aromatic,6,14,9,195
4589,aromatic,7,15,12,195
4590,aromatic,7,13,14,195
4591,aromatic,6,11,13,195
4592,aromatic,6,10,11,195
4593,aromatic,11,7,24,195
4594,aromatic,12,6,25,195
